Unnamed: 0.1;Unnamed: 0;Educational Year;Country;Region;Location Name;Location Address;Teachers;Completed Date;SKU;Product Name;Product Variation;Category;Email;Phone;Parent Full Name;Parent Last Name;Parent Occupation;Where do you work?(parent);How did you find us?;StudentID;Student Name;Student Age;Student Birthday;Student First Name;Student Gender;Student Preferred Language;Student Current School;Student Experience;Student Diet;Remarks;Address 1&2;Postcode;City;Country Name;Order ID;Payment Method Title;Order Status;Cart Discount Amount;Order Total Amount;Customer Note;Order Number;Order Subtotal Amount;Order Status.1;Order Date;Item Name;Item Quantity;Coupon Code;Number of coupons used;Payment Method Title.1;Payment Method;Item Cost Before Discount;Item Cost;Item Discount Amount;Educational Years;Period;PostCodes
55;55;2021-2022;ES;Wisconsin;Porter-Stone | CoderMinds;31503 Vanessa Inlet Suite 421, Richardmouth, MT 26753;Clinton Hughes;YYYY-33-DD 12:33:SS;ESWi01-20230928-CC;Bright Minds;City: East Danielbury | Address: 2977 Sexton Bypass, West Benjaminton, CT 22121;;melissa08@parks-edwards.org;(540)738-4461x2662;Kevin Adams;Johnson;Counselling psychologist;Johnson, Wilson and Adams;Online;STDID-56;Antonio Bradley;9;2014-09-25;Antonio;male;French;Elementary School;Way sure trip.;Gluten-free;House skin box even.;450 Allison Radial, Brewerfort, MO 87946;95021;Whiteland;Norway;cb8f6ac2-7ba2-44d1-a164-f24563564813;iDEAL;Completed;18,12;181,14;Free economy hear wonder perform chair.;23306;163,02;Completed;YYYY-33-DD 12:33:SS;Bright Minds;5;cdm82780;2;PayPal;mollie_wc_gateway_paypal;4,710,775,332;4,229,852,988;4,809,223,437;;4.0;1066 CD
56;56;2022-2023;ES;Idaho;Oconnell, Jimenez and Brooks | CoderMinds;290 Angela Cliff Apt. 161, Nielsenhaven, VT 02138;Megan Harrell;YYYY-16-DD 22:16:SS;ESId01-20230828-CC;Bright Minds;City: Lake Ariana | Address: 5734 Freeman Road Suite 969, Grahambury, NE 36870;;paynedennis@yahoo.com;001-126-392-0256x30650;Mr. Wesley Jenkins;Phillips;Physicist, medical;Galvan LLC;Advertisement;STDID-57;Donna Thomas;8;2016-02-26;Donna;female;German;Middle School;Task full truth leave.;;Stock subject employee.;57438 Kevin Courts, West Cristian, MI 60242;21375;Porterview;Reunion;1d760bd6-f707-4597-b068-b0e69478671b;iDEAL;Cancelled;10,19;366;Executive interesting friend operation.;35394;355,81;Cancelled;YYYY-16-DD 22:16:SS;Bright Minds;1;cdm55267;2;iDEAL;mollie_wc_gateway_ideal;2,860,254,011;253,564,922;3,246,047,908;2010;4.0;1067 CE
57;57;2023-2024;US;Wisconsin;Doyle PLC | CoderMinds;814 Rhonda Points Suite 373, Crystalport, UT 93256;Chelsea Gonzalez;YYYY-56-DD 01:56:SS;USWi01-20240311-CC;Workshop;City: Danielborough | Address: 8761 Tina Shoals Apt. 011, Fergusonside, MD 88802;;francisangela@yahoo.com;426.435.7698x2407;Jessica Kent;Brown;Chemical engineer;Brock, Burns and Torres;Advertisement;STDID-58;Maria Casey;11;2012-05-27;Maria;female;Spanish;Middle School;Mean west candidate nor movie.;Vegetarian;Nature one plan next spend crime cell.;36538 Richard Cove, Allisonshire, AK 89241;88880;Port Faith;French Southern Territories;b8179076-730b-46b2-a303-5b10f1059c12;Credit Card;Cancelled;38,06;278,74;Safe within his few draw.;91270;240,68;Cancelled;YYYY-56-DD 01:56:SS;Workshop;2;cdm94450;2;PayPal;mollie_wc_gateway_paypal;3,955,778,094;3,600,132,553;3,556,455,406;;1.0;1068 CF
58;58;2021-2022;ES;Wisconsin;Mahoney Ltd | CoderMinds;211 Marisa Streets, North Samantha, VA 96878;Donald Guerrero;YYYY-29-DD 02:29:SS;ESWi01-20230605-CC;Regular Course;City: Michelemouth | Address: 836 Charles Junction, North Paulaburgh, MI 86504;;dfrost@herrera.com;9722399894;Cheryl Larson;Brown;Interpreter;Jackson-Taylor;Online;STDID-59;James Silva;12;2011-07-04;James;male;Spanish;Elementary School;Standard quickly send radio.;;Report few hold film add hour.;123 Crystal Row, Port Kevin, DE 11484;74127;New Ryan;Turks and Caicos Islands;63628cd9-89bf-44e4-8936-a56982678a7a;Bank Transfer;Processing;34,05;433,75;Political TV up since indeed audience.;73169;399,7;Processing;YYYY-29-DD 02:29:SS;Regular Course;1;cdm69723;0;PayPal;mollie_wc_gateway_paypal;396,280,641;3,814,816,408;1,479,900,024;;2.0;1069 CG
59;59;2021-2022;NL;New Mexico;Lopez, Davis and Solis | CoderMinds;0519 Reynolds Mission, Jeanetteburgh, KS 65964;Sandra Mooney;YYYY-59-DD 10:59:SS;NLNe01-20240123-CC;Spring Break Coder-Camp 2024;City: Lake Josephstad | Address: 9395 Marcus Rapids Suite 834, North Julie, OH 46503;;goodmanmaria@gmail.com;001-989-464-5108;Ashley Anderson;Chandler;Systems developer;Bailey, Gonzalez and Smith;Advertisement;STDID-60;Gregory Wilson;17;2006-07-05;Gregory;male;English;High School;Knowledge item wear where fear industry.;Vegetarian;Unit wind statement sign.;USCGC Barker, FPO AE 58723;87358;Andersontown;Isle of Man;44bbb512-dcb2-43f8-a78e-dbc9c2fae5cc;PayPal;Completed;19,37;310,23;Pick one act person serve.;15602;290,86;Completed;YYYY-59-DD 10:59:SS;Spring Break Coder-Camp 2024;2;cdm54889;0;iDEAL;mollie_wc_gateway_ideal;2,362,144,757;2,105,925,344;2,562,194,128;2018;2.0;1070 CH
60;60;2023-2024;DE;Alabama;Durham-Green | CoderMinds;PSC 6163, Box 9081, APO AE 48739;Janice Chung;YYYY-10-DD 20:10:SS;DEAl01-20231223-CC;Bright Minds;City: Lake Caleb | Address: 76800 Leah Meadow Apt. 756, Shahtown, OK 80058;;rferguson@martinez-callahan.com;(879)888-5589;Margaret Johnston;Hall;Information officer;Coleman Inc;Online;STDID-61;Jacob Thomas;8;2015-10-27;Jacob;male;French;Middle School;Stock type debate per.;Vegetarian;Citizen attorney office third area reach themselves.;1292 Cheryl Villages, North Brandy, DE 52436;91000;Lake Anthony;Nepal;fdf32a15-36a3-4fa4-9c58-27ac7519119c;Credit Card;Completed;28;444,14;Positive among likely response analysis.;18085;416,14;Completed;YYYY-10-DD 20:10:SS;Bright Minds;3;cdm93523;1;Credit Card;mollie_wc_gateway_credit_card;3,465,507,823;301,786,976;4,476,380,634;2022;4.0;1071 CI
61;61;2021-2022;US;Minnesota;Williams, Little and Williams | CoderMinds;529 Figueroa Trace, Richardburgh, RI 94220;Monica Ryan;YYYY-20-DD 02:20:SS;USMi01-20230619-CC;Bright Minds;City: South Anthonyside | Address: 571 Bradley Passage, West Dawntown, SC 39110;;arnoldwilliam@yahoo.com;(203)509-8904;Jeffery Allen;Salazar;Environmental manager;Owens-Hamilton;Word of mouth;STDID-62;Andrew Clark;8;2015-08-10;Andrew;male;Dutch;Middle School;House almost friend.;Vegan;Organization floor pressure trip financial day movement generation.;439 Morrow Crest, Port Lisa, FL 53573;29479;New Michelle;French Polynesia;1b17f0a5-c64a-49aa-ae81-20985d5ac7b4;iDEAL;Cancelled;13,7;279,47;Himself fund rule with.;16663;265,77;Cancelled;YYYY-20-DD 02:20:SS;Bright Minds;1;cdm53978;1;iDEAL;mollie_wc_gateway_ideal;4,226,834,552;3,795,514,086;4,313,204,661;2013;3.0;1072 CJ
62;62;2021-2022;FR;California;Scott-Collins | CoderMinds;80265 Jessica Well Suite 859, Masonport, PA 75068;Samuel Marshall;YYYY-03-DD 13:03:SS;FRCa01-20230812-CC;Regular Course;City: Phillipschester | Address: 612 Brian Port, Jessicahaven, LA 42277;;austinwagner@gibson.com;1-496-978-7693x12373;Pamela Bell;Ball;Horticultural consultant;Hughes-Adams;Word of mouth;STDID-63;Katie Mcmahon;15;2008-05-14;Katie;female;Dutch;High School;Age seek continue new maybe member down against.;Gluten-free;Throughout machine catch.;26886 Goodwin Shoals Suite 445, Davisburgh, CA 23311;3820;East Jenny;Paraguay;bd725ced-a4de-43f6-b4ad-87c439d3a548;iDEAL;Cancelled;16,62;187,89;Finish receive factor allow.;92131;171,27;Cancelled;YYYY-03-DD 13:03:SS;Regular Course;2;cdm94688;1;iDEAL;mollie_wc_gateway_ideal;394,866,428;3,714,400,885;234,263,395;2020-2022;4.0;1073 CK
63;63;2023-2024;US;Arkansas;Ellison Group | CoderMinds;5831 Lori Falls, North Andrea, MS 33369;James Yang;YYYY-13-DD 15:13:SS;USAr01-20240114-CC;Workshop;City: Jonburgh | Address: PSC 3273, Box 8000, APO AE 87672;;scottjohnson@hotmail.com;343.286.489;Heather Lopez;Powers;Broadcast presenter;Bishop, Robinson and Thomas;Advertisement;STDID-64;Erin Hall;7;2016-07-07;Erin;mostly_female;English;High School;Campaign end edge daughter decide finally avoid.;;Behavior happy generation continue.;7384 Gibbs Mountains, South Sandra, MT 65758;47284;West Karenton;Philippines;441fccc6-9ca1-478f-8f85-9ed611bb2201;Bank Transfer;Cancelled;5,76;266,68;Leg according imagine four else both.;10125;260,92;Cancelled;YYYY-13-DD 15:13:SS;Workshop;3;cdm54264;0;Credit Card;mollie_wc_gateway_credit_card;3,232,095,283;2,747,120,618;4,849,746,643;;2.0;1074 CL
64;64;2023-2024;NL;Maine;Smith-Harrington | CoderMinds;3604 Thompson Highway Apt. 996, Lake Justin, AK 28562;Jodi Joseph;YYYY-34-DD 00:34:SS;NLMa01-20230926-CC;Workshop;City: South Stephanieview | Address: 45465 Fisher Parkway Apt. 707, Sarahfort, AK 70952;;janet76@aguilar.com;(173)366-7782;John Brown;Ward;Writer;Cole and Sons;Word of mouth;STDID-65;Nicole Johns;7;2017-03-03;Nicole;female;English;High School;Consider check brother election type suffer night east.;Vegan;Outside suggest whom certainly join news size huge.;14432 Frazier Route Suite 857, West Jeremy, MO 09695;5624;Burgesstown;New Zealand;cac4f8cf-195c-4af1-9104-b19d5d1abdfb;iDEAL;Completed;5,59;287,97;It should cause ground arrive.;63524;282,38;Completed;YYYY-34-DD 00:34:SS;Workshop;3;cdm51766;2;PayPal;mollie_wc_gateway_paypal;4,719,350,777;4,362,936,563;3,564,142,139;2011;2.0;1075 CM
65;65;2023-2024;DE;Montana;Solis Group | CoderMinds;7785 Gonzales Causeway Apt. 066, Collinshaven, NC 85033;Ronald Cordova;YYYY-36-DD 11:36:SS;DEMo01-20240210-CC;Spring Break Coder-Camp 2024;City: Wilsonside | Address: USCGC Carey, FPO AA 33941;;jenniferrobertson@hotmail.com;(986)581-9037;Teresa Peterson;White;Farm manager;Davis-Sullivan;Online;STDID-66;Vicki Hall;14;2009-08-09;Vicki;female;Spanish;High School;Detail each property walk.;;Gas catch maintain woman herself Mrs executive.;252 Zachary Gateway Suite 253, Holtview, HI 29711;34752;Lewisland;Argentina;077866a7-9175-44f6-9f06-6a9762def03d;PayPal;Cancelled;47,07;147,92;Traditional care control kitchen.;65862;100,85;Cancelled;YYYY-36-DD 11:36:SS;Spring Break Coder-Camp 2024;3;cdm78117;0;Credit Card;mollie_wc_gateway_credit_card;3,284,605,698;3,149,908,827;1,346,968,714;;2.0;1076 CN
66;66;2021-2022;US;Kentucky;Sanchez, Marquez and Chan | CoderMinds;58483 Maureen Ridge, New Andrea, SD 30451;Jared Walton;YYYY-39-DD 09:39:SS;USKe01-20230925-CC;Spring Break Coder-Camp 2024;City: New Jose | Address: 9003 George Corner Suite 064, Kelleytown, CO 26751;;traci94@ramirez-villa.com;001-137-561-8871x3089;Johnny Hoover;Franklin;Engineer, production;Craig-Stewart;Online;STDID-67;Alicia Gordon;17;2006-12-05;Alicia;female;Spanish;Elementary School;Sense despite step sister life.;Vegan;Stock tree call.;6508 Charles Spur, Nelsonland, MA 83652;95333;Christinaborough;Cape Verde;270cd448-0bed-4a85-a83d-e3c047593301;Bank Transfer;Processing;42,58;144,35;Personal what almost leader media.;44430;101,77;Processing;YYYY-39-DD 09:39:SS;Spring Break Coder-Camp 2024;1;cdm20950;1;iDEAL;mollie_wc_gateway_ideal;194,534,534;1,831,932,238;1,134,131,019;;1.0;1077 CO
67;67;2022-2023;NL;Arkansas;Lin-Rowland | CoderMinds;9584 Brianna Parks Apt. 771, Davisland, NH 24118;Christian Howard;YYYY-18-DD 21:18:SS;NLAr01-20240221-CC;Spring Break Coder-Camp 2024;City: New Christine | Address: PSC 4935, Box 9902, APO AA 13681;;wigginsjonathan@gmail.com;1-079-623-5329x489;Michelle Edwards;Bryan;Broadcast presenter;Hammond-Suarez;Online;STDID-68;Andrea White;14;2009-03-17;Andrea;female;German;High School;Staff never against share instead according.;Vegan;Purpose different unit road either itself their.;4022 Mckenzie Key, Port Brandi, OR 52773;39119;Youngmouth;Uganda;6c7eedf4-c271-479d-91eb-0f245f82e070;iDEAL;Completed;12,42;369,73;Learn his film purpose.;68640;357,31;Completed;YYYY-18-DD 21:18:SS;Spring Break Coder-Camp 2024;5;cdm27493;1;Credit Card;mollie_wc_gateway_credit_card;411,704,218;381,137,166;3,056,705,195;;1.0;1078 CP
68;68;2022-2023;NL;Alaska;Cobb LLC | CoderMinds;572 Jordan Fields Suite 694, Waltonville, CT 17566;Robin Cherry;YYYY-45-DD 09:45:SS;NLAl01-20240123-CC;Workshop;City: Whitefurt | Address: 54405 Garrett Land Apt. 764, North David, WY 67991;;garrettapril@yahoo.com;837.553.6311x564;Sarah Rogers;Morales;Electronics engineer;Perez-Blake;Online;STDID-69;Terri Martinez;16;2007-11-02;Terri;female;Dutch;High School;Ball exactly fund carry officer natural more.;;Choose turn make determine television kitchen.;5428 Benjamin Run Apt. 853, North Andrew, NC 38661;61171;Cynthialand;Palestinian Territory;fd27936e-0a03-437d-807d-7ab87ac40027;iDEAL;Processing;27,38;292,16;Every success while others central where glass real.;8185;264,78;Processing;YYYY-45-DD 09:45:SS;Workshop;5;cdm37719;1;Credit Card;mollie_wc_gateway_credit_card;3,667,000,703;3,272,834,491;3,941,662,122;2015;1.0;1079 CQ
69;69;2023-2024;US;West Virginia;Wilson Ltd | CoderMinds;6054 Garcia Flat, New Alexanderton, NJ 04344;Chad Neal;YYYY-41-DD 06:41:SS;USWe01-20231103-CC;Spring Break Coder-Camp 2024;City: West Debramouth | Address: 33255 Christopher Street Apt. 203, Schneiderton, AZ 59470;;icampbell@bell-king.org;001-360-758-9195;Lisa Thomas;Watts;Hotel manager;Peterson-Richardson;Advertisement;STDID-70;Renee Anderson;18;2005-10-20;Renee;female;French;Elementary School;Purpose hair enough research.;Gluten-free;Recently from friend resource.;77567 Javier Groves, Coxburgh, UT 52846;5090;Carlosstad;Saint Helena;3a3dfb05-e62c-4611-921f-96886636281c;PayPal;Cancelled;49,3;127,19;Civil dream near believe last house move statement.;67893;77,89;Cancelled;YYYY-41-DD 06:41:SS;Spring Break Coder-Camp 2024;1;cdm29598;0;Credit Card;mollie_wc_gateway_credit_card;3,835,469,745;356,929,768;2,661,720,656;;3.0;1080 CR
70;70;2022-2023;ES;Rhode Island;Ward-Smith | CoderMinds;0198 Joseph Squares, Hicksmouth, CO 80520;Ms. Kiara Baldwin MD;YYYY-39-DD 19:39:SS;ESRh01-20230422-CC;Bright Minds;City: Jensenbury | Address: 34600 Christopher Ways Suite 773, Brianfort, MO 94274;;danieldavis@hotmail.com;503-187-8218x04465;Dominic Lynn;Shepard;IT trainer;Cook-Wilcox;Word of mouth;STDID-71;Kenneth Decker;7;2016-08-27;Kenneth;male;English;Elementary School;Despite lot close return tonight result ask.;Vegan;Guess choice land sometimes partner.;175 Hawkins Mountain, Laurabury, WY 37203;67776;Lake Daniel;Syrian Arab Republic;602e79a1-19a3-49fc-98d3-37b909a797a9;iDEAL;Completed;11,9;107,08;Our again occur according magazine.;22436;95,18;Completed;YYYY-39-DD 19:39:SS;Bright Minds;2;cdm96265;1;iDEAL;mollie_wc_gateway_ideal;442,932,812;3,593,659,499;8,356,686,204;2011;3.0;1081 CS
71;71;2022-2023;US;Iowa;Reynolds-Turner | CoderMinds;15399 Thompson Junction, North James, TX 47828;Chelsea Reynolds;YYYY-09-DD 09:09:SS;USIo01-20240301-CC;Regular Course;City: East Ashleyview | Address: Unit 7667 Box 3498, DPO AE 63748;;mitchellamy@hall-ayala.com;(829)591-9745x4388;Heidi Wood;Smith;Soil scientist;Williams Inc;Advertisement;STDID-72;Julie Roach;13;2010-12-20;Julie;female;Dutch;High School;Seek food reason place push fine.;Vegetarian;Condition partner show nice others glass why office.;911 Le Village Suite 073, New Scottberg, HI 46583;96021;Valenciaborough;Saint Pierre and Miquelon;c3a959cc-27f7-4936-b73d-496beae762d5;PayPal;Completed;47,28;334,84;Break dark reach whole ok.;35387;287,56;Completed;YYYY-09-DD 09:09:SS;Regular Course;2;cdm67061;1;iDEAL;mollie_wc_gateway_ideal;2,036,180,232;1,822,735,014;2,134,452,176;2019;3.0;1082 CT
72;72;2023-2024;NL;Michigan;Evans-Sanders | CoderMinds;88898 Ryan Forges, West Andrewport, NV 35590;Brett Richards;YYYY-57-DD 04:57:SS;NLMi01-20231227-CC;Bright Minds;City: North Kimberly | Address: 863 Andrew Cove Apt. 437, Timothymouth, MO 87756;;christensenmanuel@kelly.com;(646)786-5974;William Powers;Chapman;Administrator, charities/voluntary organisations;Edwards-Norris;Online;STDID-73;Bradley Foster;10;2013-09-26;Bradley;male;Dutch;Elementary School;Friend customer discussion education.;Vegetarian;Apply which arm executive such.;826 Kelly Mountain, West Spencer, PA 05692;92521;Duffystad;Monaco;55fef64c-5c1a-4907-b748-cb9b9e1e0537;PayPal;Processing;8,26;201,22;Summer too certainly fund economic much buy.;50586;192,96;Processing;YYYY-57-DD 04:57:SS;Bright Minds;3;cdm37155;0;Credit Card;mollie_wc_gateway_credit_card;2,226,365,817;2,076,253,254;1,501,125,627;;4.0;1083 CU
73;73;2023-2024;DE;Delaware;Rodriguez Ltd | CoderMinds;9704 Ellis Circle Apt. 726, North Michael, IA 59695;Anne Harris;YYYY-56-DD 22:56:SS;DEDe01-20230723-CC;Regular Course;City: Lake Lori | Address: Unit 3951 Box 6418, DPO AE 54786;;sandra85@yahoo.com;(360)557-0815x1404;Thomas Porter;Ward;Ambulance person;Chambers Group;Advertisement;STDID-74;David Hamilton;8;2015-04-14;David;male;German;Middle School;That way else high over media star eye.;Vegan;History lawyer involve list.;81483 Cardenas Overpass, Williamtown, AL 03832;88233;Powerschester;Western Sahara;a0505bbd-1ab5-4ab6-b942-a76018b14a08;PayPal;Completed;10,89;166,16;Those appear doctor.;80555;155,27;Completed;YYYY-56-DD 22:56:SS;Regular Course;4;cdm74210;1;PayPal;mollie_wc_gateway_paypal;2,747,615,541;2,406,368,092;3,412,474,487;15;4.0;1084 CV
74;74;2023-2024;ES;Minnesota;Nelson, Nicholson and Harrison | CoderMinds;292 Brittany Lights Suite 631, Johnsberg, MO 55703;Michelle Curtis;YYYY-27-DD 22:27:SS;ESMi01-20231229-CC;Workshop;City: East Mason | Address: 6600 Foley Corners Suite 867, Scottville, WV 28977;;qlee@hamilton-parker.com;896-039-1783x63422;Terry Beck;Ritter;Sports therapist;Lester, Ritter and Baker;Advertisement;STDID-75;Richard Kelley;18;2005-06-17;Richard;male;German;High School;Spring tough street space old.;Vegetarian;Black value cup report detail state.;302 Sara Place Suite 855, Cookmouth, WA 27773;94937;Lake Gregoryborough;Heard Island and McDonald Islands;04849b50-a24b-4475-a093-48a41f9c74bd;PayPal;Cancelled;49,9;344,81;Involve difficult beat environmental least claim my idea.;34625;294,91;Cancelled;YYYY-27-DD 22:27:SS;Workshop;5;cdm86376;0;PayPal;mollie_wc_gateway_paypal;2,840,748,837;2,615,181,848;2,255,669,892;;2.0;1085 CW
75;75;2021-2022;NL;Indiana;Wright PLC | CoderMinds;038 Jason Springs, Garciabury, MS 34773;Melissa Stewart;YYYY-32-DD 03:32:SS;NLIn01-20230930-CC;Workshop;City: Bobbyfort | Address: 239 Nichole Flats, Lake Suzanne, HI 88588;;wford@diaz.com;1-905-285-6299;Aaron Hull;Davila;Translator;Jensen-Lee;Advertisement;STDID-76;Kerri Moore;14;2009-08-23;Kerri;female;German;High School;Someone break reduce seat car human.;Vegan;Six hit industry side.;2136 Whitney Vista Apt. 480, Lake Jessica, CO 11119;47740;Port Tinafurt;Pitcairn Islands;783e4149-c443-43b2-8197-82ec749d11db;iDEAL;Cancelled;16,98;387,09;House body least later specific yet.;65451;370,11;Cancelled;YYYY-32-DD 03:32:SS;Workshop;4;cdm70874;2;PayPal;mollie_wc_gateway_paypal;1,355,219,886;1,152,121,941;2,030,979,452;2010;2.0;1086 CX
76;76;2022-2023;ES;South Carolina;Nash-Jones | CoderMinds;666 Robert Harbor, New Kristimouth, MT 18903;Maria Brock;YYYY-05-DD 14:05:SS;ESSo01-20240203-CC;Workshop;City: Ruthborough | Address: 791 Janet Trafficway Suite 514, New Chelsea, DC 04989;;joelsnow@yahoo.com;001-252-460-1782x6305;Austin May;Perez;Risk manager;Wong LLC;Word of mouth;STDID-77;Edward Smith;14;2009-10-03;Edward;male;French;Middle School;Even individual anyone anything.;;Door really boy fly sit yard may.;4270 Melissa Islands Apt. 411, Alexland, AK 58166;5676;Wilkinsport;Saint Pierre and Miquelon;559dcd6c-9df7-4847-a7ad-86d9ceb0c6aa;iDEAL;Completed;8,69;437,79;Medical doctor near cause feeling.;26039;429,1;Completed;YYYY-05-DD 14:05:SS;Workshop;3;cdm47724;1;PayPal;mollie_wc_gateway_paypal;2,653,981,521;229,653,333;3,574,481,902;2012-2014;1.0;1087 CY
77;77;2023-2024;DE;Montana;Dixon-Gonzalez | CoderMinds;106 Stacy Views, Jacksonmouth, NV 80101;Joanna Marshall;YYYY-54-DD 06:54:SS;DEMo01-20230413-CC;Regular Course;City: Port Lindaport | Address: 2382 Giles Mountains Suite 107, North Michael, OH 83410;;michael89@zamora.com;201.226.5723x7154;Veronica Thompson;Wilson;Chemist, analytical;Gonzalez-Brown;Online;STDID-78;Diana Suarez;15;2008-07-15;Diana;female;French;Middle School;Example national kind citizen long allow.;;Make return several blood Republican form indicate.;2748 Regina Ports, Scottland, WI 59859;28671;Lake Christopherhaven;Falkland Islands (Malvinas);ef618470-dbb9-413f-aa21-590934087cd4;iDEAL;Completed;14,58;323,08;Study maybe catch food value.;76229;308,5;Completed;YYYY-54-DD 06:54:SS;Regular Course;2;cdm45724;0;PayPal;mollie_wc_gateway_paypal;4,951,420,592;4,824,369,249;1,270,513,432;2012;1.0;1088 CZ
78;78;2021-2022;DE;Nevada;Greene-Snyder | CoderMinds;09311 Huffman Street Apt. 721, Ashleymouth, IN 85533;Kyle Huffman;YYYY-07-DD 18:07:SS;DENe01-20231229-CC;Regular Course;City: Lake Caroline | Address: 941 Stephanie Way, Port Brian, IN 77427;;jose87@hotmail.com;805-312-8044;Colin Johnson;Huffman;Warden/ranger;Miller PLC;Online;STDID-79;Kathleen Harris;17;2006-08-17;Kathleen;female;Spanish;High School;Dinner less peace move.;Gluten-free;Meeting near set green ahead author.;7689 Noble Common Apt. 009, South Vanessa, WA 43343;99820;West Robertoville;Tajikistan;51ffdbbe-5422-41f0-aedd-566b978dce79;iDEAL;Cancelled;24,57;485,07;Pass west hear summer state create.;93453;460,5;Cancelled;YYYY-07-DD 18:07:SS;Regular Course;4;cdm42026;1;Credit Card;mollie_wc_gateway_credit_card;3,784,565,772;3,257,578,165;5,269,876,066;;3.0;1089 DA
79;79;2021-2022;US;West Virginia;Chandler and Sons | CoderMinds;538 Rita Canyon Apt. 254, Christinefort, NV 73987;Jason Taylor;YYYY-02-DD 19:02:SS;USWe01-20230601-CC;Regular Course;City: West Daniel | Address: 9702 Christopher Terrace Suite 834, Johnburgh, OH 44026;;charles31@byrd.info;7.738.105.948;Alan Shaffer;White;Producer, television/film/video;Castro-Scott;Online;STDID-80;Sean Harris;7;2016-12-25;Sean;male;German;Middle School;Cut spring rule receive medical movement see under.;Vegetarian;Minute head make plan.;42172 Jessica Crossroad Apt. 232, Simpsonbury, KS 90010;5850;South Johnfurt;Yemen;47babbc3-0b29-4e89-9025-84a23be7fe6a;Credit Card;Cancelled;33,87;187,99;Quickly site factor specific ready we easy.;11051;154,12;Cancelled;YYYY-02-DD 19:02:SS;Regular Course;3;cdm38444;2;PayPal;mollie_wc_gateway_paypal;3,503,090,289;3,237,959,111;2,651,311,778;2023;3.0;1090 DB
80;80;2023-2024;US;Louisiana;Miranda Group | CoderMinds;956 Darren Plaza Suite 496, New Scottland, NY 63477;Keith Walters;YYYY-57-DD 00:57:SS;USLo01-20230811-CC;Workshop;City: East Rodney | Address: 3587 Derek Grove Suite 620, North Shawn, OH 12808;;umccarthy@hotmail.com;005-252-0110;Russell Johnson;Owens;Web designer;Nguyen Inc;Word of mouth;STDID-81;Anthony Erickson;10;2014-03-09;Anthony;male;Dutch;High School;Chance sound the after think.;Vegetarian;Hot goal art protect Mr foot ask.;PSC 0670, Box 2805, APO AE 58808;42979;South Loganborough;Hungary;9284271c-d27a-4f1f-ae85-48ae48e905cb;Bank Transfer;Cancelled;16,81;256,04;Hit campaign room where response mind.;20653;239,23;Cancelled;YYYY-57-DD 00:57:SS;Workshop;3;cdm61177;1;iDEAL;mollie_wc_gateway_ideal;4,845,768,519;4,524,414,817;3,213,537,012;2022;3.0;1091 DC
81;81;2023-2024;NL;Arkansas;Blake, Williams and Keller | CoderMinds;5864 Murray Land, South Bradley, VT 90218;Natalie Arnold;YYYY-27-DD 18:27:SS;NLAr01-20230604-CC;Regular Course;City: Port Cathy | Address: 6487 Travis Island Apt. 481, Lake Kristie, KY 70590;;christopher97@leonard-rice.com;69.152.549;Laura Harrison;Cooper;Pilot, airline;Miller-Burns;Advertisement;STDID-82;Amanda Davis;10;2013-08-17;Amanda;female;English;Elementary School;Region entire situation live read.;Vegetarian;Special threat goal language budget me.;159 Simmons Rest, Lake Matthew, MT 56425;68827;East Andreachester;Saudi Arabia;038f2a87-5d9c-4986-a6ef-acf48bb7e67b;PayPal;Completed;33,78;406,67;Ago huge serve can day prepare democratic reflect.;3706;372,89;Completed;YYYY-27-DD 18:27:SS;Regular Course;3;cdm63829;0;Credit Card;mollie_wc_gateway_credit_card;443,819,336;4,078,848,332;3,593,450,283;;3.0;1092 DD
82;82;2021-2022;ES;Washington;Williams Inc | CoderMinds;4890 Wilson Station, Brownburgh, FL 54834;Jason Wright;YYYY-32-DD 15:32:SS;ESWa01-20230831-CC;Bright Minds;City: Edwardville | Address: 37951 Christensen Point Suite 133, Lake James, NE 73851;;melissa88@rivera-acevedo.net;001-297-282-4724x508;Renee Ramirez;Jackson;Sales promotion account executive;Scott, Rivera and Taylor;Word of mouth;STDID-83;Joseph Richardson;5;2018-12-09;Joseph;male;Spanish;Elementary School;Spend ever subject item cultural.;;Voice have employee.;5515 Kenneth Wall Apt. 892, West Christopher, RI 65021;10440;Powellberg;Sao Tome and Principe;304ac757-1b97-4e98-a5f1-a89070826c35;Bank Transfer;Processing;27,83;167,86;Garden control that bag.;18960;140,03;Processing;YYYY-32-DD 15:32:SS;Bright Minds;3;cdm49778;1;iDEAL;mollie_wc_gateway_ideal;2,662,082,411;2,391,286,842;2,707,955,696;12;3.0;1093 DE
